QuantumComputerID,T1CoherenceTime,T2CoherenceTime,Frequency,OperationID,OneQubitGateErrorRate
7,54.19,56.15,5.29,5,-2.73
7,63.72,49.45,5.24,5,-3.22
7,70.23,77.13,5.03,5,-3.22
7,53.01,37.36,5.30,5,-5.96
7,36.45,30.21,5.08,5,-4.79
7,54.19,56.15,5.29,5,-3.52
7,63.72,49.45,5.24,5,-2.54
7,70.23,77.13,5.03,5,-3.81
7,53.01,37.36,5.30,5,-5.27
7,36.45,30.21,5.08,5,-4.00
7,54.19,56.15,5.29,5,-3.71
7,63.72,49.45,5.24,5,-4.59
7,70.23,77.13,5.03,5,-2.44
7,53.01,37.36,5.30,5,-7.81
7,36.45,30.21,5.08,5,-4.59
7,54.19,56.15,5.29,6,-1.56
7,63.72,49.45,5.24,6,-3.42
7,70.23,77.13,5.03,6,-3.03
7,53.01,37.36,5.30,6,-8.30
7,36.45,30.21,5.08,6,-6.74
7,54.19,56.15,5.29,6,-2.44
7,63.72,49.45,5.24,6,-4.39
7,70.23,77.13,5.03,6,-2.54
7,53.01,37.36,5.30,6,-10.55
7,36.45,30.21,5.08,6,-4.88
7,54.19,56.15,5.29,6,-4.69
7,63.72,49.45,5.24,6,-3.12
7,70.23,77.13,5.03,6,-2.73
7,53.01,37.36,5.30,6,-6.84
7,36.45,30.21,5.08,6,-5.47
7,54.19,56.15,5.29,6,-2.64
7,63.72,49.45,5.24,6,-3.61
7,70.23,77.13,5.03,6,-2.25
7,53.01,37.36,5.30,6,-7.81
7,36.45,30.21,5.08,6,-4.39
7,54.19,56.15,5.29,7,1.46
7,63.72,49.45,5.24,7,0.68
7,70.23,77.13,5.03,7,1.07
7,53.01,37.36,5.30,7,5.27
7,36.45,30.21,5.08,7,0.78
7,54.19,56.15,5.29,7,1.17
7,63.72,49.45,5.24,7,0.68
7,70.23,77.13,5.03,7,0.68
7,53.01,37.36,5.30,7,7.23
7,36.45,30.21,5.08,7,1.27
7,54.19,56.15,5.29,7,1.17
7,63.72,49.45,5.24,7,0.78
7,70.23,77.13,5.03,7,0.98
7,53.01,37.36,5.30,7,4.39
7,36.45,30.21,5.08,7,0.88
7,54.19,56.15,5.29,7,1.07
7,63.72,49.45,5.24,7,0.59
7,70.23,77.13,5.03,7,0.98
7,53.01,37.36,5.30,7,5.66
7,36.45,30.21,5.08,7,0.98
4,66.36,16.84,5.10,4,-2.83
4,55.63,72.80,5.24,4,-2.25
4,67.12,108.84,5.03,4,-4.10
4,101.44,51.63,4.90,4,7.81
4,47.85,29.27,5.03,4,7.91
4,19.98,52.97,5.07,4,-19.34
4,43.63,48.59,4.92,4,-1.46
4,58.38,76.64,4.97,4,-1.27
4,85.01,177.65,4.74,4,-10.84
4,42.90,79.90,4.96,4,0.39
4,77.49,60.66,4.95,4,-0.98
4,40.10,97.02,5.01,4,-11.72
4,8.05,10.39,4.76,4,-1.46
4,27.95,54.00,4.97,4,-4.69
4,66.36,16.84,5.10,4,-1.66
4,55.63,72.80,5.24,4,-0.98
4,67.12,108.84,5.03,4,-2.54
4,101.44,51.63,4.90,4,2.93
4,47.85,29.27,5.03,4,6.54
4,19.98,52.97,5.07,4,-20.80
4,43.63,48.59,4.92,4,3.52
4,58.38,76.64,4.97,4,5.96
4,85.01,177.65,4.74,4,-6.64
4,42.90,79.90,4.96,4,-0.29
4,77.49,60.66,4.95,4,3.42
4,40.10,97.02,5.01,4,-14.16
4,8.05,10.39,4.76,4,-3.22
4,27.95,54.00,4.97,4,-2.73
4,66.36,16.84,5.10,4,-4.00
4,55.63,72.80,5.24,4,-14.16
4,67.12,108.84,5.03,4,-2.64
4,101.44,51.63,4.90,4,3.32
4,47.85,29.27,5.03,4,5.18
4,19.98,52.97,5.07,4,-20.31
4,43.63,48.59,4.92,4,1.17
4,58.38,76.64,4.97,4,7.52
4,85.01,177.65,4.74,4,-8.50
4,42.90,79.90,4.96,4,-2.83
4,77.49,60.66,4.95,4,2.15
4,40.10,97.02,5.01,4,-17.77
4,8.05,10.39,4.76,4,-2.44
4,27.95,54.00,4.97,4,-2.05
4,66.36,16.84,5.10,4,-3.32
4,55.63,72.80,5.24,4,-11.62
4,67.12,108.84,5.03,4,-4.00
4,101.44,51.63,4.90,4,3.71
4,47.85,29.27,5.03,4,5.47
4,19.98,52.97,5.07,4,-24.90
4,43.63,48.59,4.92,4,-0.49
4,58.38,76.64,4.97,4,10.16
4,85.01,177.65,4.74,4,-10.55
4,42.90,79.90,4.96,4,-1.37
4,77.49,60.66,4.95,4,3.91
4,40.10,97.02,5.01,4,-15.33
4,8.05,10.39,4.76,4,-0.59
4,27.95,54.00,4.97,4,-5.18
4,66.36,16.84,5.10,4,-2.64
4,55.63,72.80,5.24,4,-4.88
4,67.12,108.84,5.03,4,-4.20
4,101.44,51.63,4.90,4,4.79
4,47.85,29.27,5.03,4,9.18
4,19.98,52.97,5.07,4,-22.27
4,43.63,48.59,4.92,4,-2.54
4,58.38,76.64,4.97,4,6.15
4,85.01,177.65,4.74,4,-5.37
4,42.90,79.90,4.96,4,-1.27
4,77.49,60.66,4.95,4,-0.49
4,40.10,97.02,5.01,4,-15.23
4,8.05,10.39,4.76,4,-5.18
4,27.95,54.00,4.97,4,-2.64
4,66.36,16.84,5.10,4,-2.93
4,55.63,72.80,5.24,4,-2.93
4,67.12,108.84,5.03,4,-4.98
4,101.44,51.63,4.90,4,5.08
4,47.85,29.27,5.03,4,5.08
4,19.98,52.97,5.07,4,-19.43
4,43.63,48.59,4.92,4,-2.15
4,58.38,76.64,4.97,4,5.96
4,85.01,177.65,4.74,4,-5.27
4,42.90,79.90,4.96,4,-0.98
4,77.49,60.66,4.95,4,-0.10
4,40.10,97.02,5.01,4,-16.31
4,8.05,10.39,4.76,4,-2.44
4,27.95,54.00,4.97,4,-3.52
4,66.36,16.84,5.10,4,-3.52
4,55.63,72.80,5.24,4,-3.52
4,67.12,108.84,5.03,4,-4.49
4,101.44,51.63,4.90,4,6.93
4,47.85,29.27,5.03,4,8.01
4,19.98,52.97,5.07,4,-20.70
4,43.63,48.59,4.92,4,2.34
4,58.38,76.64,4.97,4,7.81
4,85.01,177.65,4.74,4,-7.13
4,42.90,79.90,4.96,4,-4.69
4,77.49,60.66,4.95,4,2.15
4,40.10,97.02,5.01,4,-10.25
4,8.05,10.39,4.76,4,-5.08
4,27.95,54.00,4.97,4,-5.18
4,66.36,16.84,5.10,4,-4.98
4,55.63,72.80,5.24,4,-3.81
4,67.12,108.84,5.03,4,-2.15
4,101.44,51.63,4.90,4,2.25
4,47.85,29.27,5.03,4,4.39
4,19.98,52.97,5.07,4,-17.58
4,43.63,48.59,4.92,4,3.71
4,58.38,76.64,4.97,4,0.78
4,85.01,177.65,4.74,4,-9.18
4,42.90,79.90,4.96,4,-1.17
4,77.49,60.66,4.95,4,6.64
4,40.10,97.02,5.01,4,-11.33
4,8.05,10.39,4.76,4,-5.27
4,27.95,54.00,4.97,4,-2.73
4,66.36,16.84,5.10,4,-1.86
4,55.63,72.80,5.24,4,-14.45
4,67.12,108.84,5.03,4,-3.03
4,101.44,51.63,4.90,4,4.59
4,47.85,29.27,5.03,4,6.93
4,19.98,52.97,5.07,4,-23.63
4,43.63,48.59,4.92,4,-2.44
4,58.38,76.64,4.97,4,5.76
4,85.01,177.65,4.74,4,-4.69
4,42.90,79.90,4.96,4,0.98
4,77.49,60.66,4.95,4,1.17
4,40.10,97.02,5.01,4,-15.14
4,8.05,10.39,4.76,4,-4.10
4,27.95,54.00,4.97,4,-9.38
4,66.36,16.84,5.10,4,-4.20
4,55.63,72.80,5.24,4,-4.20
4,67.12,108.84,5.03,4,-3.81
4,101.44,51.63,4.90,4,5.08
4,47.85,29.27,5.03,4,8.11
4,19.98,52.97,5.07,4,-17.77
4,43.63,48.59,4.92,4,-1.95
4,58.38,76.64,4.97,4,2.34
4,85.01,177.65,4.74,4,-9.08
4,42.90,79.90,4.96,4,0.78
4,77.49,60.66,4.95,4,3.91
4,40.10,97.02,5.01,4,-15.04
4,8.05,10.39,4.76,4,-4.79
4,27.95,54.00,4.97,4,-6.35
4,66.36,16.84,5.10,4,-4.39
4,55.63,72.80,5.24,4,-2.93
4,67.12,108.84,5.03,4,-1.66
4,101.44,51.63,4.90,4,6.64
4,47.85,29.27,5.03,4,6.25
4,19.98,52.97,5.07,4,-21.09
4,43.63,48.59,4.92,4,-3.52
4,58.38,76.64,4.97,4,2.34
4,85.01,177.65,4.74,4,-11.13
4,42.90,79.90,4.96,4,-2.34
4,77.49,60.66,4.95,4,4.88
4,40.10,97.02,5.01,4,-13.48
4,8.05,10.39,4.76,4,-1.46
4,27.95,54.00,4.97,4,-5.37
4,66.36,16.84,5.10,4,-1.27
4,55.63,72.80,5.24,4,-5.47
4,67.12,108.84,5.03,4,-3.61
4,101.44,51.63,4.90,4,3.52
4,47.85,29.27,5.03,4,8.40
4,19.98,52.97,5.07,4,-20.90
4,43.63,48.59,4.92,4,-5.08
4,58.38,76.64,4.97,4,2.25
4,85.01,177.65,4.74,4,-6.84
4,42.90,79.90,4.96,4,-0.98
4,77.49,60.66,4.95,4,4.49
4,40.10,97.02,5.01,4,-12.60
4,8.05,10.39,4.76,4,-4.49
4,27.95,54.00,4.97,4,-4.59
4,66.36,16.84,5.10,4,-2.93
4,55.63,72.80,5.24,4,-3.52
4,67.12,108.84,5.03,4,-3.03
4,101.44,51.63,4.90,4,9.28
4,47.85,29.27,5.03,4,8.59
4,19.98,52.97,5.07,4,-20.41
4,43.63,48.59,4.92,4,-3.81
4,58.38,76.64,4.97,4,2.83
4,85.01,177.65,4.74,4,-7.71
4,42.90,79.90,4.96,4,-2.15
4,77.49,60.66,4.95,4,4.59
4,40.10,97.02,5.01,4,-10.45
4,8.05,10.39,4.76,4,-0.59
4,27.95,54.00,4.97,4,-3.81
4,66.36,16.84,5.10,4,-1.07
4,55.63,72.80,5.24,4,-3.52
4,67.12,108.84,5.03,4,-4.39
4,101.44,51.63,4.90,4,5.96
4,47.85,29.27,5.03,4,7.91
4,19.98,52.97,5.07,4,-19.24
4,43.63,48.59,4.92,4,-4.30
4,58.38,76.64,4.97,4,2.34
4,85.01,177.65,4.74,4,-8.40
4,42.90,79.90,4.96,4,-3.42
4,77.49,60.66,4.95,4,4.98
4,40.10,97.02,5.01,4,-9.96
4,8.05,10.39,4.76,4,-3.71
4,27.95,54.00,4.97,4,-3.81
4,66.36,16.84,5.10,4,-2.25
4,55.63,72.80,5.24,4,-1.66
4,67.12,108.84,5.03,4,-1.37
4,101.44,51.63,4.90,4,6.05
4,47.85,29.27,5.03,4,5.76
4,19.98,52.97,5.07,4,-20.41
4,43.63,48.59,4.92,4,3.22
4,58.38,76.64,4.97,4,2.34
4,85.01,177.65,4.74,4,-8.01
4,42.90,79.90,4.96,4,-3.22
4,77.49,60.66,4.95,4,5.86
4,40.10,97.02,5.01,4,-3.12
4,8.05,10.39,4.76,4,-4.69
4,27.95,54.00,4.97,4,-4.20
4,66.36,16.84,5.10,4,-5.37
4,55.63,72.80,5.24,4,-5.47
4,67.12,108.84,5.03,4,-4.39
4,101.44,51.63,4.90,4,7.81
4,47.85,29.27,5.03,4,8.20
4,19.98,52.97,5.07,4,-20.02
4,43.63,48.59,4.92,4,1.86
4,58.38,76.64,4.97,4,10.74
4,85.01,177.65,4.74,4,-6.84
4,42.90,79.90,4.96,4,-2.34
4,77.49,60.66,4.95,4,-2.54
4,40.10,97.02,5.01,4,-12.99
4,8.05,10.39,4.76,4,-3.61
4,27.95,54.00,4.97,4,-3.22
4,66.36,16.84,5.10,4,-5.27
4,55.63,72.80,5.24,4,-4.30
4,67.12,108.84,5.03,4,-7.91
4,101.44,51.63,4.90,4,5.27
4,47.85,29.27,5.03,4,6.35
4,19.98,52.97,5.07,4,-19.63
4,43.63,48.59,4.92,4,-2.44
4,58.38,76.64,4.97,4,3.81
4,85.01,177.65,4.74,4,-5.18
4,42.90,79.90,4.96,4,-4.30
4,77.49,60.66,4.95,4,6.64
4,40.10,97.02,5.01,4,-9.86
4,8.05,10.39,4.76,4,-3.42
4,27.95,54.00,4.97,4,-2.15
4,66.36,16.84,5.10,4,-1.46
4,55.63,72.80,5.24,4,-0.29
4,67.12,108.84,5.03,4,-2.15
4,101.44,51.63,4.90,4,4.00
4,47.85,29.27,5.03,4,7.42
4,19.98,52.97,5.07,4,-19.24
4,43.63,48.59,4.92,4,-1.37
4,58.38,76.64,4.97,4,3.03
4,85.01,177.65,4.74,4,-10.35
4,42.90,79.90,4.96,4,-0.59
4,77.49,60.66,4.95,4,3.61
4,40.10,97.02,5.01,4,-11.23
4,8.05,10.39,4.76,4,-3.22
4,27.95,54.00,4.97,4,-3.91
4,66.36,16.84,5.10,4,1.27
4,55.63,72.80,5.24,4,-3.81
4,67.12,108.84,5.03,4,0.29
4,101.44,51.63,4.90,4,6.64
4,47.85,29.27,5.03,4,7.91
4,19.98,52.97,5.07,4,-21.19
4,43.63,48.59,4.92,4,-0.29
4,58.38,76.64,4.97,4,0.59
4,85.01,177.65,4.74,4,-8.89
4,42.90,79.90,4.96,4,-2.25
4,77.49,60.66,4.95,4,0.98
4,40.10,97.02,5.01,4,-8.79
4,8.05,10.39,4.76,4,-3.52
4,27.95,54.00,4.97,4,-4.00
4,66.36,16.84,5.10,4,-4.10
4,55.63,72.80,5.24,4,-1.76
4,67.12,108.84,5.03,4,-3.81
4,101.44,51.63,4.90,4,2.64
4,47.85,29.27,5.03,4,5.57
4,19.98,52.97,5.07,4,-21.48
4,43.63,48.59,4.92,4,-3.91
4,58.38,76.64,4.97,4,10.06
4,85.01,177.65,4.74,4,-11.13
4,42.90,79.90,4.96,4,-2.73
4,77.49,60.66,4.95,4,0.39
4,40.10,97.02,5.01,4,-8.79
4,8.05,10.39,4.76,4,-3.42
4,27.95,54.00,4.97,4,-3.22
4,66.36,16.84,5.10,4,-4.30
4,55.63,72.80,5.24,4,-2.34
4,67.12,108.84,5.03,4,-2.34
4,101.44,51.63,4.90,4,6.45
4,47.85,29.27,5.03,4,9.28
4,19.98,52.97,5.07,4,-17.87
4,43.63,48.59,4.92,4,-2.83
4,58.38,76.64,4.97,4,3.52
4,85.01,177.65,4.74,4,-10.35
4,42.90,79.90,4.96,4,-2.05
4,77.49,60.66,4.95,4,2.44
4,40.10,97.02,5.01,4,-11.62
4,8.05,10.39,4.76,4,-1.37
4,27.95,54.00,4.97,4,-7.81
4,66.36,16.84,5.10,5,-4.79
4,55.63,72.80,5.24,5,-10.16
4,67.12,108.84,5.03,5,-3.52
4,101.44,51.63,4.90,5,-17.29
4,47.85,29.27,5.03,5,-5.18
4,19.98,52.97,5.07,5,-13.77
4,43.63,48.59,4.92,5,-9.86
4,58.38,76.64,4.97,5,-25.59
4,85.01,177.65,4.74,5,-14.36
4,42.90,79.90,4.96,5,-7.71
4,77.49,60.66,4.95,5,-6.64
4,40.10,97.02,5.01,5,-8.40
4,8.05,10.39,4.76,5,-21.00
4,27.95,54.00,4.97,5,-18.36
4,66.36,16.84,5.10,5,-5.27
4,55.63,72.80,5.24,5,-8.11
4,67.12,108.84,5.03,5,-5.27
4,101.44,51.63,4.90,5,-17.77
4,47.85,29.27,5.03,5,-5.47
4,19.98,52.97,5.07,5,-12.79
4,43.63,48.59,4.92,5,-7.03
4,58.38,76.64,4.97,5,-21.88
4,85.01,177.65,4.74,5,-15.92
4,42.90,79.90,4.96,5,-6.15
4,77.49,60.66,4.95,5,-14.84
4,40.10,97.02,5.01,5,-10.84
4,8.05,10.39,4.76,5,-20.70
4,27.95,54.00,4.97,5,-15.43
4,66.36,16.84,5.10,5,-4.10
4,55.63,72.80,5.24,5,-12.11
4,67.12,108.84,5.03,5,-4.88
4,101.44,51.63,4.90,5,-17.77
4,47.85,29.27,5.03,5,-5.66
4,19.98,52.97,5.07,5,-14.36
4,43.63,48.59,4.92,5,-6.35
4,58.38,76.64,4.97,5,-5.76
4,85.01,177.65,4.74,5,-18.85
4,42.90,79.90,4.96,5,-5.76
4,77.49,60.66,4.95,5,-8.40
4,40.10,97.02,5.01,5,-7.62
4,8.05,10.39,4.76,5,-23.05
4,27.95,54.00,4.97,5,-19.82
4,66.36,16.84,5.10,5,-5.66
4,55.63,72.80,5.24,5,-28.91
4,67.12,108.84,5.03,5,-4.98
4,101.44,51.63,4.90,5,-14.06
4,47.85,29.27,5.03,5,-5.37
4,19.98,52.97,5.07,5,-14.75
4,43.63,48.59,4.92,5,-6.64
4,58.38,76.64,4.97,5,-16.21
4,85.01,177.65,4.74,5,-20.61
4,42.90,79.90,4.96,5,-6.93
4,77.49,60.66,4.95,5,-5.18
4,40.10,97.02,5.01,5,-10.25
4,8.05,10.39,4.76,5,-31.25
4,27.95,54.00,4.97,5,-16.99
4,66.36,16.84,5.10,5,-4.88
4,55.63,72.80,5.24,5,-5.96
4,67.12,108.84,5.03,5,-5.37
4,101.44,51.63,4.90,5,-16.80
4,47.85,29.27,5.03,5,-4.49
4,19.98,52.97,5.07,5,-12.60
4,43.63,48.59,4.92,5,-5.47
4,58.38,76.64,4.97,5,-17.48
4,85.01,177.65,4.74,5,-20.51
4,42.90,79.90,4.96,5,-6.35
4,77.49,60.66,4.95,5,-9.28
4,40.10,97.02,5.01,5,-9.96
4,8.05,10.39,4.76,5,-20.80
4,27.95,54.00,4.97,5,-16.02
4,66.36,16.84,5.10,5,-3.91
4,55.63,72.80,5.24,5,-6.84
4,67.12,108.84,5.03,5,-4.49
4,101.44,51.63,4.90,5,-16.02
4,47.85,29.27,5.03,5,-7.52
4,19.98,52.97,5.07,5,-17.29
4,43.63,48.59,4.92,5,-14.75
4,58.38,76.64,4.97,5,-4.49
4,85.01,177.65,4.74,5,-11.52
4,42.90,79.90,4.96,5,-6.15
4,77.49,60.66,4.95,5,-11.52
4,40.10,97.02,5.01,5,-9.96
4,8.05,10.39,4.76,5,-22.75
4,27.95,54.00,4.97,5,-19.53
4,66.36,16.84,5.10,5,-4.39
4,55.63,72.80,5.24,5,-27.05
4,67.12,108.84,5.03,5,-6.64
4,101.44,51.63,4.90,5,-19.92
4,47.85,29.27,5.03,5,-5.37
4,19.98,52.97,5.07,5,-14.75
4,43.63,48.59,4.92,5,-7.91
4,58.38,76.64,4.97,5,-6.74
4,85.01,177.65,4.74,5,-18.55
4,42.90,79.90,4.96,5,-6.35
4,77.49,60.66,4.95,5,-9.08
4,40.10,97.02,5.01,5,-9.86
4,8.05,10.39,4.76,5,-25.78
4,27.95,54.00,4.97,5,-19.92
4,66.36,16.84,5.10,5,-6.15
4,55.63,72.80,5.24,5,-22.36
4,67.12,108.84,5.03,5,-7.03
4,101.44,51.63,4.90,5,-16.41
4,47.85,29.27,5.03,5,-8.69
4,19.98,52.97,5.07,5,-14.36
4,43.63,48.59,4.92,5,-12.30
4,58.38,76.64,4.97,5,-7.03
4,85.01,177.65,4.74,5,-18.55
4,42.90,79.90,4.96,5,-8.40
4,77.49,60.66,4.95,5,-9.47
4,40.10,97.02,5.01,5,-10.35
4,8.05,10.39,4.76,5,-27.64
4,27.95,54.00,4.97,5,-36.72
4,66.36,16.84,5.10,5,-3.52
4,55.63,72.80,5.24,5,-30.18
4,67.12,108.84,5.03,5,-6.15
4,101.44,51.63,4.90,5,-15.72
4,47.85,29.27,5.03,5,-4.10
4,19.98,52.97,5.07,5,-15.23
4,43.63,48.59,4.92,5,-6.54
4,58.38,76.64,4.97,5,-6.25
4,85.01,177.65,4.74,5,-15.82
4,42.90,79.90,4.96,5,-10.55
4,77.49,60.66,4.95,5,-13.77
4,40.10,97.02,5.01,5,-10.06
4,8.05,10.39,4.76,5,-19.63
4,27.95,54.00,4.97,5,-18.46
4,66.36,16.84,5.10,6,-4.39
4,55.63,72.80,5.24,6,-8.79
4,67.12,108.84,5.03,6,-3.81
4,101.44,51.63,4.90,6,-15.33
4,47.85,29.27,5.03,6,-4.69
4,19.98,52.97,5.07,6,-11.72
4,43.63,48.59,4.92,6,-7.42
4,58.38,76.64,4.97,6,-9.57
4,85.01,177.65,4.74,6,-25.39
4,42.90,79.90,4.96,6,-6.84
4,77.49,60.66,4.95,6,-11.33
4,40.10,97.02,5.01,6,-6.54
4,8.05,10.39,4.76,6,-21.00
4,27.95,54.00,4.97,6,-17.68
4,66.36,16.84,5.10,6,-4.49
4,55.63,72.80,5.24,6,-9.57
4,67.12,108.84,5.03,6,-4.69
4,101.44,51.63,4.90,6,-18.26
4,47.85,29.27,5.03,6,-4.69
4,19.98,52.97,5.07,6,-14.16
4,43.63,48.59,4.92,6,-7.42
4,58.38,76.64,4.97,6,-6.93
4,85.01,177.65,4.74,6,-13.48
4,42.90,79.90,4.96,6,-5.96
4,77.49,60.66,4.95,6,-9.28
4,40.10,97.02,5.01,6,-11.23
4,8.05,10.39,4.76,6,-24.51
4,27.95,54.00,4.97,6,-15.92
4,66.36,16.84,5.10,6,-4.98
4,55.63,72.80,5.24,6,-9.86
4,67.12,108.84,5.03,6,-4.10
4,101.44,51.63,4.90,6,-12.70
4,47.85,29.27,5.03,6,-5.47
4,19.98,52.97,5.07,6,-13.09
4,43.63,48.59,4.92,6,-6.93
4,58.38,76.64,4.97,6,-5.57
4,85.01,177.65,4.74,6,-14.94
4,42.90,79.90,4.96,6,-7.23
4,77.49,60.66,4.95,6,-5.37
4,40.10,97.02,5.01,6,-9.28
4,8.05,10.39,4.76,6,-19.14
4,27.95,54.00,4.97,6,-16.60
4,66.36,16.84,5.10,6,-5.08
4,55.63,72.80,5.24,6,-29.39
4,67.12,108.84,5.03,6,-4.98
4,101.44,51.63,4.90,6,-15.62
4,47.85,29.27,5.03,6,-7.03
4,19.98,52.97,5.07,6,-13.77
4,43.63,48.59,4.92,6,-6.93
4,58.38,76.64,4.97,6,-21.19
4,85.01,177.65,4.74,6,-16.99
4,42.90,79.90,4.96,6,-6.05
4,77.49,60.66,4.95,6,-8.01
4,40.10,97.02,5.01,6,-8.40
4,8.05,10.39,4.76,6,-38.57
4,27.95,54.00,4.97,6,-16.89
4,66.36,16.84,5.10,6,-4.10
4,55.63,72.80,5.24,6,-12.21
4,67.12,108.84,5.03,6,-4.98
4,101.44,51.63,4.90,6,-17.68
4,47.85,29.27,5.03,6,-5.47
4,19.98,52.97,5.07,6,-16.80
4,43.63,48.59,4.92,6,-4.20
4,58.38,76.64,4.97,6,-12.21
4,85.01,177.65,4.74,6,-23.83
4,42.90,79.90,4.96,6,-5.96
4,77.49,60.66,4.95,6,-8.89
4,40.10,97.02,5.01,6,-13.96
4,8.05,10.39,4.76,6,-42.77
4,27.95,54.00,4.97,6,-15.92
4,66.36,16.84,5.10,6,-4.30
4,55.63,72.80,5.24,6,-10.45
4,67.12,108.84,5.03,6,-5.96
4,101.44,51.63,4.90,6,-16.31
4,47.85,29.27,5.03,6,-6.45
4,19.98,52.97,5.07,6,-16.31
4,43.63,48.59,4.92,6,-6.45
4,58.38,76.64,4.97,6,-26.07
4,85.01,177.65,4.74,6,-13.96
4,42.90,79.90,4.96,6,-5.96
4,77.49,60.66,4.95,6,-9.28
4,40.10,97.02,5.01,6,-7.71
4,8.05,10.39,4.76,6,-21.39
4,27.95,54.00,4.97,6,-19.04
4,66.36,16.84,5.10,6,-5.37
4,55.63,72.80,5.24,6,-28.42
4,67.12,108.84,5.03,6,-5.66
4,101.44,51.63,4.90,6,-19.24
4,47.85,29.27,5.03,6,-4.39
4,19.98,52.97,5.07,6,-12.70
4,43.63,48.59,4.92,6,-7.32
4,58.38,76.64,4.97,6,-6.45
4,85.01,177.65,4.74,6,-15.82
4,42.90,79.90,4.96,6,-6.84
4,77.49,60.66,4.95,6,-6.84
4,40.10,97.02,5.01,6,-10.25
4,8.05,10.39,4.76,6,-21.58
4,27.95,54.00,4.97,6,-19.82
4,66.36,16.84,5.10,6,-6.84
4,55.63,72.80,5.24,6,-25.59
4,67.12,108.84,5.03,6,-6.74
4,101.44,51.63,4.90,6,-15.72
4,47.85,29.27,5.03,6,-7.52
4,19.98,52.97,5.07,6,-16.21
4,43.63,48.59,4.92,6,-12.70
4,58.38,76.64,4.97,6,-6.35
4,85.01,177.65,4.74,6,-21.19
4,42.90,79.90,4.96,6,-7.32
4,77.49,60.66,4.95,6,-8.69
4,40.10,97.02,5.01,6,-9.08
4,8.05,10.39,4.76,6,-20.51
4,27.95,54.00,4.97,6,-35.55
4,66.36,16.84,5.10,6,-4.59
4,55.63,72.80,5.24,6,-6.93
4,67.12,108.84,5.03,6,-4.10
4,101.44,51.63,4.90,6,-15.04
4,47.85,29.27,5.03,6,-4.98
4,19.98,52.97,5.07,6,-13.77
4,43.63,48.59,4.92,6,-7.71
4,58.38,76.64,4.97,6,-10.74
4,85.01,177.65,4.74,6,-18.26
4,42.90,79.90,4.96,6,-6.05
4,77.49,60.66,4.95,6,-12.21
4,40.10,97.02,5.01,6,-9.38
4,8.05,10.39,4.76,6,-20.70
4,27.95,54.00,4.97,6,-19.82
4,66.36,16.84,5.10,7,0.49
4,55.63,72.80,5.24,7,1.17
4,67.12,108.84,5.03,7,0.88
4,101.44,51.63,4.90,7,12.99
4,47.85,29.27,5.03,7,0.29
4,19.98,52.97,5.07,7,0.20
4,43.63,48.59,4.92,7,12.11
4,58.38,76.64,4.97,7,6.25
4,85.01,177.65,4.74,7,5.37
4,42.90,79.90,4.96,7,0.39
4,77.49,60.66,4.95,7,4.39
4,40.10,97.02,5.01,7,2.25
4,8.05,10.39,4.76,7,16.80
4,27.95,54.00,4.97,7,5.18
4,66.36,16.84,5.10,7,0.98
4,55.63,72.80,5.24,7,0.68
4,67.12,108.84,5.03,7,0.39
4,101.44,51.63,4.90,7,11.91
4,47.85,29.27,5.03,7,2.15
4,19.98,52.97,5.07,7,0.29
4,43.63,48.59,4.92,7,3.32
4,58.38,76.64,4.97,7,14.16
4,85.01,177.65,4.74,7,5.76
4,42.90,79.90,4.96,7,1.86
4,77.49,60.66,4.95,7,9.47
4,40.10,97.02,5.01,7,2.83
4,8.05,10.39,4.76,7,14.06
4,27.95,54.00,4.97,7,6.64
4,66.36,16.84,5.10,7,1.07
4,55.63,72.80,5.24,7,0.49
4,67.12,108.84,5.03,7,0.29
4,101.44,51.63,4.90,7,10.64
4,47.85,29.27,5.03,7,0.20
4,19.98,52.97,5.07,7,0.29
4,43.63,48.59,4.92,7,3.42
4,58.38,76.64,4.97,7,4.59
4,85.01,177.65,4.74,7,6.05
4,42.90,79.90,4.96,7,0.59
4,77.49,60.66,4.95,7,1.27
4,40.10,97.02,5.01,7,1.86
4,8.05,10.39,4.76,7,12.50
4,27.95,54.00,4.97,7,6.35
4,66.36,16.84,5.10,7,0.59
4,55.63,72.80,5.24,7,0.59
4,67.12,108.84,5.03,7,0.49
4,101.44,51.63,4.90,7,11.04
4,47.85,29.27,5.03,7,1.07
4,19.98,52.97,5.07,7,0.29
4,43.63,48.59,4.92,7,0.68
4,58.38,76.64,4.97,7,29.59
4,85.01,177.65,4.74,7,8.98
4,42.90,79.90,4.96,7,0.59
4,77.49,60.66,4.95,7,9.57
4,40.10,97.02,5.01,7,1.46
4,8.05,10.39,4.76,7,28.12
4,27.95,54.00,4.97,7,5.08
4,66.36,16.84,5.10,7,0.10
4,55.63,72.80,5.24,7,0.78
4,67.12,108.84,5.03,7,0.20
4,101.44,51.63,4.90,7,12.89
4,47.85,29.27,5.03,7,0.10
4,19.98,52.97,5.07,7,0.49
4,43.63,48.59,4.92,7,10.06
4,58.38,76.64,4.97,7,12.70
4,85.01,177.65,4.74,7,6.45
4,42.90,79.90,4.96,7,0.10
4,77.49,60.66,4.95,7,3.61
4,40.10,97.02,5.01,7,0.29
4,8.05,10.39,4.76,7,33.01
4,27.95,54.00,4.97,7,6.84
4,66.36,16.84,5.10,7,0.39
